Unnamed: 0,id,context,question,generated
137,138,"Well, it was all mighty good as long as the King had his health. But, you see, in coorse o' time, the King grew old, by reason he was stiff in his limbs, and when he got stricken in years, his heart failed him. He was lost entirely for want o' diversions, because he couldn't go a huntin' no longer. By dad, the poor King was obliged at last for to get a goose to distract him. You see, the goose used for to swim across the lake, and go down divin' for trout (and not finer trout in all Ireland than the same trout) and catch fish on a Friday for the King. If flew every other day round about the lake disctracting the poor King that you'd think he'd break his sides laughin' at the frolicksome tricks of his goose. So, in course o' time, the goose was the greatest pet in the country, and the biggest rogue, and distracted the King to no end. The poor King was as happy as the day was long. So that's the way it was. All went on mighty well until, by dad, the goose got stricken in years, as well as the King, and grew stiff in the limbs, like her master, and couldn't distract him no longer. Then it was that the poor King was lost completely, and didn't know what in the wide world to do. He was gone out of all distractions because the goose was no more in the flower of her blume.  ""Well, the King was nigh broken-hearted and melancholy entirely, and was walkin' one mornin' by the edge of the lake, lamentin' his cruel fate, an' thinkin' o' drownin' himself, that could get no diversion in life, when all of a sudden, turnin' round the corner beyond, who should he meet but a mighty decent young man comin' up to him.",Who was the greatest pet?,"1. What was the King's health like before he got a goose to distract him?
2. How did the goose distract the King?
3. How did the goose become the greatest pet in the country?
4. How did the goose become the biggest rogue?
5. How did the King's health change after he got a goose to distract him?
6. How did the King's health change after the goose died?
7. How did the King feel after the goose died?"
138,139,"Well, it was all mighty good as long as the King had his health. But, you see, in coorse o' time, the King grew old, by reason he was stiff in his limbs, and when he got stricken in years, his heart failed him. He was lost entirely for want o' diversions, because he couldn't go a huntin' no longer. By dad, the poor King was obliged at last for to get a goose to distract him. You see, the goose used for to swim across the lake, and go down divin' for trout (and not finer trout in all Ireland than the same trout) and catch fish on a Friday for the King. If flew every other day round about the lake disctracting the poor King that you'd think he'd break his sides laughin' at the frolicksome tricks of his goose. So, in course o' time, the goose was the greatest pet in the country, and the biggest rogue, and distracted the King to no end. The poor King was as happy as the day was long. So that's the way it was. All went on mighty well until, by dad, the goose got stricken in years, as well as the King, and grew stiff in the limbs, like her master, and couldn't distract him no longer. Then it was that the poor King was lost completely, and didn't know what in the wide world to do. He was gone out of all distractions because the goose was no more in the flower of her blume.  ""Well, the King was nigh broken-hearted and melancholy entirely, and was walkin' one mornin' by the edge of the lake, lamentin' his cruel fate, an' thinkin' o' drownin' himself, that could get no diversion in life, when all of a sudden, turnin' round the corner beyond, who should he meet but a mighty decent young man comin' up to him.",Why was the goose the greatest pet?,"1. What was the King's health like before he got a goose to distract him?
2. How did the goose distract the King?
3. How did the goose become the greatest pet in the country?
4. How did the goose become the biggest rogue?
5. How did the King's health change after he got a goose to distract him?
6. How did the King's health change after the goose died?
7. How did the King feel after the goose died?"
139,140,"Well, it was all mighty good as long as the King had his health. But, you see, in coorse o' time, the King grew old, by reason he was stiff in his limbs, and when he got stricken in years, his heart failed him. He was lost entirely for want o' diversions, because he couldn't go a huntin' no longer. By dad, the poor King was obliged at last for to get a goose to distract him. You see, the goose used for to swim across the lake, and go down divin' for trout (and not finer trout in all Ireland than the same trout) and catch fish on a Friday for the King. If flew every other day round about the lake disctracting the poor King that you'd think he'd break his sides laughin' at the frolicksome tricks of his goose. So, in course o' time, the goose was the greatest pet in the country, and the biggest rogue, and distracted the King to no end. The poor King was as happy as the day was long. So that's the way it was. All went on mighty well until, by dad, the goose got stricken in years, as well as the King, and grew stiff in the limbs, like her master, and couldn't distract him no longer. Then it was that the poor King was lost completely, and didn't know what in the wide world to do. He was gone out of all distractions because the goose was no more in the flower of her blume.  ""Well, the King was nigh broken-hearted and melancholy entirely, and was walkin' one mornin' by the edge of the lake, lamentin' his cruel fate, an' thinkin' o' drownin' himself, that could get no diversion in life, when all of a sudden, turnin' round the corner beyond, who should he meet but a mighty decent young man comin' up to him.",How did the king feel when the goose grew old and stiff?,"1. What was the King's health like before he got a goose to distract him?
2. How did the goose distract the King?
3. How did the goose become the greatest pet in the country?
4. How did the goose become the biggest rogue?
5. How did the King's health change after he got a goose to distract him?
6. How did the King's health change after the goose died?
7. How did the King feel after the goose died?"
140,141,"Well, it was all mighty good as long as the King had his health. But, you see, in coorse o' time, the King grew old, by reason he was stiff in his limbs, and when he got stricken in years, his heart failed him. He was lost entirely for want o' diversions, because he couldn't go a huntin' no longer. By dad, the poor King was obliged at last for to get a goose to distract him. You see, the goose used for to swim across the lake, and go down divin' for trout (and not finer trout in all Ireland than the same trout) and catch fish on a Friday for the King. If flew every other day round about the lake disctracting the poor King that you'd think he'd break his sides laughin' at the frolicksome tricks of his goose. So, in course o' time, the goose was the greatest pet in the country, and the biggest rogue, and distracted the King to no end. The poor King was as happy as the day was long. So that's the way it was. All went on mighty well until, by dad, the goose got stricken in years, as well as the King, and grew stiff in the limbs, like her master, and couldn't distract him no longer. Then it was that the poor King was lost completely, and didn't know what in the wide world to do. He was gone out of all distractions because the goose was no more in the flower of her blume.  ""Well, the King was nigh broken-hearted and melancholy entirely, and was walkin' one mornin' by the edge of the lake, lamentin' his cruel fate, an' thinkin' o' drownin' himself, that could get no diversion in life, when all of a sudden, turnin' round the corner beyond, who should he meet but a mighty decent young man comin' up to him.",Who did the king meet around the corner?,"1. What was the King's health like before he got a goose to distract him?
2. How did the goose distract the King?
3. How did the goose become the greatest pet in the country?
4. How did the goose become the biggest rogue?
5. How did the King's health change after he got a goose to distract him?
6. How did the King's health change after the goose died?
7. How did the King feel after the goose died?"
141,142,"""'God save you,' says the King (for the King was a civil-spoken gentleman, by all accounts), 'God save you,' says he to the young man.  ""'God save you kindly,' says the young man to him back again. 'God save you, King O'Toole.'  ""'True for you,' says the King, 'I am King O'Toole,' says he. 'Prince and plennypennytinchery o' these parts,' says he. 'But how came you to know that?' says he.  ""'Oh, never mind,' says Saint Kavin (for 'twas he that was in it). 'And now, may I make bold to ask, how is your goose, King O'Toole?' says he.  ""'Blur-an-agers, how came you to know about my goose?' says the King.  ""'Oh, no mather. I was given to understand it,' says Saint Kavin.  ""'Oh, that's a folly to talk,' says the King, 'because myself and my goose is private friends,' says he, 'and no one could tell you,' says he, 'barrin' the fairies.'  ""'Oh, then, it wasn't the fairies,' says Saint Kavin. 'For I'd have you know,' says he, 'that I don't keep the likes o' such company.'  ""'You might do worse, then, my gay fellow,' says the King. 'For it's they could show you a crock o' money as easy as kiss hand. And that's not to be sneezed at,' says the King, 'by a poor man,' says he.  ""'Maybe I've a better way of making money myself,' says the saint.  ""'By gor,' says the King, 'barrin' you're a coiner,' says he, 'that's impossible!'  ""'I'd scorn to be the like, my lord!' says Saint Kavin, mighty high, 'I'd scorn to be the like,' says he.  ""'Then, what are you?' says the King, 'that makes money so easy, by your own account.'  ""'I'm an honest man,' says Saint Kavin.",Why was the king surprised Saint Kavin knew about the goose?,"1. How did you know that the King was a civil-spoken gentleman?
2. How did you know that the King was King O'Toole?
3. How did you know that the King had a goose?
4. How did you know that the King was a private friend of the goose?
5. How did you know that the King was a poor man?
6. How did you know that the King was a coiner?
7. How did you know that the King was an honest man?"
142,143,"""'God save you,' says the King (for the King was a civil-spoken gentleman, by all accounts), 'God save you,' says he to the young man.  ""'God save you kindly,' says the young man to him back again. 'God save you, King O'Toole.'  ""'True for you,' says the King, 'I am King O'Toole,' says he. 'Prince and plennypennytinchery o' these parts,' says he. 'But how came you to know that?' says he.  ""'Oh, never mind,' says Saint Kavin (for 'twas he that was in it). 'And now, may I make bold to ask, how is your goose, King O'Toole?' says he.  ""'Blur-an-agers, how came you to know about my goose?' says the King.  ""'Oh, no mather. I was given to understand it,' says Saint Kavin.  ""'Oh, that's a folly to talk,' says the King, 'because myself and my goose is private friends,' says he, 'and no one could tell you,' says he, 'barrin' the fairies.'  ""'Oh, then, it wasn't the fairies,' says Saint Kavin. 'For I'd have you know,' says he, 'that I don't keep the likes o' such company.'  ""'You might do worse, then, my gay fellow,' says the King. 'For it's they could show you a crock o' money as easy as kiss hand. And that's not to be sneezed at,' says the King, 'by a poor man,' says he.  ""'Maybe I've a better way of making money myself,' says the saint.  ""'By gor,' says the King, 'barrin' you're a coiner,' says he, 'that's impossible!'  ""'I'd scorn to be the like, my lord!' says Saint Kavin, mighty high, 'I'd scorn to be the like,' says he.  ""'Then, what are you?' says the King, 'that makes money so easy, by your own account.'  ""'I'm an honest man,' says Saint Kavin.",Who did the king suspect told Saint Kavin about the goose?,"1. What is the name of the King?
2. What is the name of the young man?
3. What is the name of the saint?
4. What is the name of the goose?
5. How does the King know about the goose?
6. How does the saint know about the goose?
7. What is the purpose of the conversation?
8. What is the relationship between the King and the young man?
9. What is the relationship between the King and the saint?
10. What is the relationship between the young man and the saint?
11. What is the purpose of the conversation?
12. What is the relationship between the King and the young man?
13. What is the relationship between the King and the saint?
14. What is the relationship between the young man and the saint?
15. What is the purpose of the conversation?
16. What is the relationship between the King and the young man?
17. What is the relationship between the King and the saint?
18. What is the relationship between the young man and the saint?
19. What is the purpose of the conversation?
20. What is the relationship between the King and the young man?
21. What is the relationship between the King and the saint?
22. What is the relationship between the young man and the saint?
23. What is the purpose of the conversation?
24. What is the relationship between the King and the young man?
25. What is the relationship between the King and the saint?
26. What is the relationship between the young man and the saint?
27. What is the purpose of the conversation?
28. What is the relationship between the King and the young man?
29. What is the relationship between the King and the saint?
30. What is the relationship between the young man and the saint?
3"
143,144,"""'God save you,' says the King (for the King was a civil-spoken gentleman, by all accounts), 'God save you,' says he to the young man.  ""'God save you kindly,' says the young man to him back again. 'God save you, King O'Toole.'  ""'True for you,' says the King, 'I am King O'Toole,' says he. 'Prince and plennypennytinchery o' these parts,' says he. 'But how came you to know that?' says he.  ""'Oh, never mind,' says Saint Kavin (for 'twas he that was in it). 'And now, may I make bold to ask, how is your goose, King O'Toole?' says he.  ""'Blur-an-agers, how came you to know about my goose?' says the King.  ""'Oh, no mather. I was given to understand it,' says Saint Kavin.  ""'Oh, that's a folly to talk,' says the King, 'because myself and my goose is private friends,' says he, 'and no one could tell you,' says he, 'barrin' the fairies.'  ""'Oh, then, it wasn't the fairies,' says Saint Kavin. 'For I'd have you know,' says he, 'that I don't keep the likes o' such company.'  ""'You might do worse, then, my gay fellow,' says the King. 'For it's they could show you a crock o' money as easy as kiss hand. And that's not to be sneezed at,' says the King, 'by a poor man,' says he.  ""'Maybe I've a better way of making money myself,' says the saint.  ""'By gor,' says the King, 'barrin' you're a coiner,' says he, 'that's impossible!'  ""'I'd scorn to be the like, my lord!' says Saint Kavin, mighty high, 'I'd scorn to be the like,' says he.  ""'Then, what are you?' says the King, 'that makes money so easy, by your own account.'  ""'I'm an honest man,' says Saint Kavin.",Why did Saint Kavin say it wasn't the fairies that told him about the goose?,"1. What is the name of the King?
2. What is the name of the young man?
3. What is the name of the saint?
4. What is the name of the goose?
5. How did the King know about the goose?
6. How did the saint know about the goose?
7. How did the young man know about the goose?
8. What is the relationship between the King and the goose?
9. What is the relationship between the young man and the goose?
10. What is the relationship between the saint and the goose?
11. What is the relationship between the King and the saint?
12. What is the relationship between the young man and the saint?
13. What is the relationship between the King and the young man?
14. What is the relationship between the saint and the young man?
15. What is the relationship between the King and the young man?
16. What is the relationship between the saint and the young man?
17. What is the relationship between the King and the saint?
18. What is the relationship between the young man and the saint?
19. What is the relationship between the King and the goose?
20. What is the relationship between the young man and the goose?
21. What is the relationship between the saint and the goose?
22. What is the relationship between the King and the goose?
23. What is the relationship between the young man and the goose?
24. What is the relationship between the saint and the goose?
25. What is the relationship between the King and the young man?
26. What is the relationship between the saint and the young man?
27. What is the relationship between the King and the saint?
28. What is the relationship between the young man and the saint?
29. What"
144,145,"""'God save you,' says the King (for the King was a civil-spoken gentleman, by all accounts), 'God save you,' says he to the young man.  ""'God save you kindly,' says the young man to him back again. 'God save you, King O'Toole.'  ""'True for you,' says the King, 'I am King O'Toole,' says he. 'Prince and plennypennytinchery o' these parts,' says he. 'But how came you to know that?' says he.  ""'Oh, never mind,' says Saint Kavin (for 'twas he that was in it). 'And now, may I make bold to ask, how is your goose, King O'Toole?' says he.  ""'Blur-an-agers, how came you to know about my goose?' says the King.  ""'Oh, no mather. I was given to understand it,' says Saint Kavin.  ""'Oh, that's a folly to talk,' says the King, 'because myself and my goose is private friends,' says he, 'and no one could tell you,' says he, 'barrin' the fairies.'  ""'Oh, then, it wasn't the fairies,' says Saint Kavin. 'For I'd have you know,' says he, 'that I don't keep the likes o' such company.'  ""'You might do worse, then, my gay fellow,' says the King. 'For it's they could show you a crock o' money as easy as kiss hand. And that's not to be sneezed at,' says the King, 'by a poor man,' says he.  ""'Maybe I've a better way of making money myself,' says the saint.  ""'By gor,' says the King, 'barrin' you're a coiner,' says he, 'that's impossible!'  ""'I'd scorn to be the like, my lord!' says Saint Kavin, mighty high, 'I'd scorn to be the like,' says he.  ""'Then, what are you?' says the King, 'that makes money so easy, by your own account.'  ""'I'm an honest man,' says Saint Kavin.",What did Saint Kavin describe himself as?,"1. How did you know that the King was a civil-spoken gentleman?
2. How did you know that the King was King O'Toole?
3. How did you know that the King had a goose?
4. How did you know that the King was a private friend of the goose?
5. How did you know that the King was a poor man?
6. How did you know that the King was a coiner?
7. How did you know that Saint Kavin was an honest man?
1. How did you know that the King was a civil-spoken gentleman?
2. How did you know that the King was King O'Toole?
3. How did you know that the King had a goose?
4. How did you know that the King was a private friend of the goose?
5. How did you know that the King was a poor man?
6. How did you know that the King was a coiner?
7. How did you know that Saint Kavin was an honest man?"
145,146,"""'Well, honest man,' says the King, 'and how is it you make your money so easy?'  ""'By makin' old things as good as new,' says Saint Kavin.  ""'Is it a tinker you are?' says the King.  ""'No,' says the saint; 'I'm no tinker by trade, King O'Toole. I've a better thrade than a tinker,' says he. 'What would you say,' says he, 'if I made your old goose as good as new?'  ""My dear, at the word o' making his goose as good as new, you'd think the poor old King's eyes was ready to jump out of his head. 'And,' says he--'truth, then, I'd give you more money nor you could count,' says he, 'if you did the like, and I'd be beholden to you in the bargain.'  ""'I scorn your dirty money,' says Saint Kavin.  ""'Faith, then, I'm thinkin' a trifle o' change would do you no harm,' says the King, lookin' up sly at the old hat that Saint Kavin had on him.  ""'I have a vow agin it,' says the saint. 'I am book sworn,' says he, 'never to have gold, silver, or brass in my company.'  ""'Barrin' the trifle you can't help,' says the King, mighty cute, and looking him straight in the face.  ""'You just hot it,' says Saint Kavin. 'But though I can't take money,' says he, 'I could take a few acres o' land, if you'd give them to me.'  ""'With all the veins o' my heart,' says the King, 'if you can do what you say.'  ""'Try me!' says Saint Kavin. 'Call down your goose here,' says he, 'and I'll see what I can do for her.'",How did Saint Kavin make money?,"1. What is the name of the King?
2. What does Saint Kavin say he is not?
3. What does the King offer Saint Kavin in exchange for his services?
4. What does Saint Kavin say he cannot take?
5. What does Saint Kavin promise to do for the King's goose?
6. What does Saint Kavin say he will do for the King's goose?
7. What does the King offer Saint Kavin in exchange for his services?
8. What does Saint Kavin say he cannot take?
9. What does Saint Kavin promise to do for the King's goose?
10. What does Saint Kavin say he will do for the King's goose?
11. What does the King offer Saint Kavin in exchange for his services?
12. What does Saint Kavin say he cannot take?
13. What does Saint Kavin promise to do for the King's goose?
14. What does Saint Kavin say he will do for the King's goose?
15. What does the King offer Saint Kavin in exchange for his services?
16. What does Saint Kavin say he cannot take?
17. What does Saint Kavin promise to do for the King's goose?
18. What does Saint Kavin say he will do for the King's goose?
19. What does the King offer Saint Kavin in exchange for his services?
20. What does Saint Kavin say he cannot take?
21. What does Saint Kavin promise to do for the King's goose?
22. What does Saint Kavin say he will do for the King's goose?
23. What does the King offer Saint Kavin in exchange for his services?
24. What does Saint Kavin say he cannot take?
25. What does Saint Kavin promise to do for the King's goose?
26. What does Saint Kavin say he will do for the King's go"
146,147,"""'Well, honest man,' says the King, 'and how is it you make your money so easy?'  ""'By makin' old things as good as new,' says Saint Kavin.  ""'Is it a tinker you are?' says the King.  ""'No,' says the saint; 'I'm no tinker by trade, King O'Toole. I've a better thrade than a tinker,' says he. 'What would you say,' says he, 'if I made your old goose as good as new?'  ""My dear, at the word o' making his goose as good as new, you'd think the poor old King's eyes was ready to jump out of his head. 'And,' says he--'truth, then, I'd give you more money nor you could count,' says he, 'if you did the like, and I'd be beholden to you in the bargain.'  ""'I scorn your dirty money,' says Saint Kavin.  ""'Faith, then, I'm thinkin' a trifle o' change would do you no harm,' says the King, lookin' up sly at the old hat that Saint Kavin had on him.  ""'I have a vow agin it,' says the saint. 'I am book sworn,' says he, 'never to have gold, silver, or brass in my company.'  ""'Barrin' the trifle you can't help,' says the King, mighty cute, and looking him straight in the face.  ""'You just hot it,' says Saint Kavin. 'But though I can't take money,' says he, 'I could take a few acres o' land, if you'd give them to me.'  ""'With all the veins o' my heart,' says the King, 'if you can do what you say.'  ""'Try me!' says Saint Kavin. 'Call down your goose here,' says he, 'and I'll see what I can do for her.'",What did Saint Kavin say he could do for the king?,"1. What is the name of the King?
2. What is the name of the old man?
3. What is the name of the goose?
4. What is the name of the country?
5. When did the King meet the old man?
6. Where did the King meet the old man?
7. Which of the following is not a possible occupation of the old man: a) tinker b) tailor c) soldier d) sailor
8. Why did the King ask the old man to make his goose as good as new?
9. How did the King respond to the old man's request?
10. What did the old man promise the King in return for his help?
11. What did the King offer the old man in return for his help?
12. What did the old man ask the King to do for his goose?
13. What did the King do to prove his trust in the old man?
14. What did the old man do to prove his trust in the King?
15. What did the King offer the old man in return for his help?
16. What did the old man ask the King to do for his goose?
17. What did the King do to prove his trust in the old man?
18. What did the old man do to prove his trust in the King?
19. What did the King offer the old man in return for his help?
20. What did the old man ask the King to do for his goose?
21. What did the King do to prove his trust in the old man?
22. What did the old man do to prove his trust in the King?
23. What did the King offer the old man in return for his help?
24. What did the old man ask the King to do for his goose?
25. What did the King do to prove his trust in the old man?
26. What did the old man do to prove his trust in the King?
27. What did the King offer the old man in return for his help?
28. What did the old man ask"
147,148,"""'Well, honest man,' says the King, 'and how is it you make your money so easy?'  ""'By makin' old things as good as new,' says Saint Kavin.  ""'Is it a tinker you are?' says the King.  ""'No,' says the saint; 'I'm no tinker by trade, King O'Toole. I've a better thrade than a tinker,' says he. 'What would you say,' says he, 'if I made your old goose as good as new?'  ""My dear, at the word o' making his goose as good as new, you'd think the poor old King's eyes was ready to jump out of his head. 'And,' says he--'truth, then, I'd give you more money nor you could count,' says he, 'if you did the like, and I'd be beholden to you in the bargain.'  ""'I scorn your dirty money,' says Saint Kavin.  ""'Faith, then, I'm thinkin' a trifle o' change would do you no harm,' says the King, lookin' up sly at the old hat that Saint Kavin had on him.  ""'I have a vow agin it,' says the saint. 'I am book sworn,' says he, 'never to have gold, silver, or brass in my company.'  ""'Barrin' the trifle you can't help,' says the King, mighty cute, and looking him straight in the face.  ""'You just hot it,' says Saint Kavin. 'But though I can't take money,' says he, 'I could take a few acres o' land, if you'd give them to me.'  ""'With all the veins o' my heart,' says the King, 'if you can do what you say.'  ""'Try me!' says Saint Kavin. 'Call down your goose here,' says he, 'and I'll see what I can do for her.'",Why couldn't Saint Kavin take money?,"1. What is the name of the King?
2. What is the name of the old man?
3. What is the name of the goose?
4. What is the name of the King's country?
5. What is the name of the old man's profession?
6. What is the name of the old man's hat?
7. What is the name of the old man's vow?
8. What is the name of the old man's profession?
9. What is the name of the old man's hat?
10. What is the name of the old man's vow?
11. What is the name of the old man's profession?
12. What is the name of the old man's hat?
13. What is the name of the old man's vow?
14. What is the name of the old man's profession?
15. What is the name of the old man's hat?
16. What is the name of the old man's vow?
17. What is the name of the old man's profession?
18. What is the name of the old man's hat?
19. What is the name of the old man's vow?
20. What is the name of the old man's profession?
21. What is the name of the old man's hat?
22. What is the name of the old man's vow?
23. What is the name of the old man's profession?
24. What is the name of the old man's hat?
25. What is the name of the old man's vow?
26. What is the name of the old man's profession?
27. What is the name of the old man's hat?
28. What is the name of the old man's vow?
29. What is the name of the old man's profession?
30. What is the name of the old man's hat?
31. What is the name of the"
148,149,"""'Well, honest man,' says the King, 'and how is it you make your money so easy?'  ""'By makin' old things as good as new,' says Saint Kavin.  ""'Is it a tinker you are?' says the King.  ""'No,' says the saint; 'I'm no tinker by trade, King O'Toole. I've a better thrade than a tinker,' says he. 'What would you say,' says he, 'if I made your old goose as good as new?'  ""My dear, at the word o' making his goose as good as new, you'd think the poor old King's eyes was ready to jump out of his head. 'And,' says he--'truth, then, I'd give you more money nor you could count,' says he, 'if you did the like, and I'd be beholden to you in the bargain.'  ""'I scorn your dirty money,' says Saint Kavin.  ""'Faith, then, I'm thinkin' a trifle o' change would do you no harm,' says the King, lookin' up sly at the old hat that Saint Kavin had on him.  ""'I have a vow agin it,' says the saint. 'I am book sworn,' says he, 'never to have gold, silver, or brass in my company.'  ""'Barrin' the trifle you can't help,' says the King, mighty cute, and looking him straight in the face.  ""'You just hot it,' says Saint Kavin. 'But though I can't take money,' says he, 'I could take a few acres o' land, if you'd give them to me.'  ""'With all the veins o' my heart,' says the King, 'if you can do what you say.'  ""'Try me!' says Saint Kavin. 'Call down your goose here,' says he, 'and I'll see what I can do for her.'",What did Saint Kavin say he could take instead of money?,"1. What is the name of the King?
2. What is the name of the old man?
3. What is the name of the goose?
4. What is the name of the King's country?
5. What is the name of the old man's trade?
6. What is the name of the old man's pet?
7. What is the name of the old man's vow?
8. What is the name of the old man's hat?
9. What is the name of the old man's land?
10. What is the name of the old man's country?
11. What is the name of the old man's trade?
12. What is the name of the old man's pet?
13. What is the name of the old man's vow?
14. What is the name of the old man's hat?
15. What is the name of the old man's land?
16. What is the name of the old man's country?
17. What is the name of the old man's trade?
18. What is the name of the old man's pet?
19. What is the name of the old man's vow?
20. What is the name of the old man's hat?
21. What is the name of the old man's land?
22. What is the name of the old man's country?
23. What is the name of the old man's trade?
24. What is the name of the old man's pet?
25. What is the name of the old man's vow?
26. What is the name of the old man's hat?
27. What is the name of the old man's land?
28. What is the name of the old man's country?
29. What is the name of the old man's trade?
30. What is the name of the old man's pet?
31. What is the name of the old man's"
149,150,"""'Well, honest man,' says the King, 'and how is it you make your money so easy?'  ""'By makin' old things as good as new,' says Saint Kavin.  ""'Is it a tinker you are?' says the King.  ""'No,' says the saint; 'I'm no tinker by trade, King O'Toole. I've a better thrade than a tinker,' says he. 'What would you say,' says he, 'if I made your old goose as good as new?'  ""My dear, at the word o' making his goose as good as new, you'd think the poor old King's eyes was ready to jump out of his head. 'And,' says he--'truth, then, I'd give you more money nor you could count,' says he, 'if you did the like, and I'd be beholden to you in the bargain.'  ""'I scorn your dirty money,' says Saint Kavin.  ""'Faith, then, I'm thinkin' a trifle o' change would do you no harm,' says the King, lookin' up sly at the old hat that Saint Kavin had on him.  ""'I have a vow agin it,' says the saint. 'I am book sworn,' says he, 'never to have gold, silver, or brass in my company.'  ""'Barrin' the trifle you can't help,' says the King, mighty cute, and looking him straight in the face.  ""'You just hot it,' says Saint Kavin. 'But though I can't take money,' says he, 'I could take a few acres o' land, if you'd give them to me.'  ""'With all the veins o' my heart,' says the King, 'if you can do what you say.'  ""'Try me!' says Saint Kavin. 'Call down your goose here,' says he, 'and I'll see what I can do for her.'",What did Saint Kavin tell the king to do after the king agreed to his proposal?,"1. What is the name of the King?
2. What is the name of the old man?
3. What is the name of the goose?
4. What is the name of the King's country?
5. What is the name of the old man's trade?
6. What is the name of the old man's pet?
7. What is the name of the old man's vow?
8. What is the name of the old man's hat?
9. What is the name of the old man's land?
10. What is the name of the old man's country?
11. What is the name of the old man's trade?
12. What is the name of the old man's pet?
13. What is the name of the old man's vow?
14. What is the name of the old man's hat?
15. What is the name of the old man's land?
16. What is the name of the old man's country?
17. What is the name of the old man's trade?
18. What is the name of the old man's pet?
19. What is the name of the old man's vow?
20. What is the name of the old man's hat?
21. What is the name of the old man's land?
22. What is the name of the old man's country?
23. What is the name of the old man's trade?
24. What is the name of the old man's pet?
25. What is the name of the old man's vow?
26. What is the name of the old man's hat?
27. What is the name of the old man's land?
28. What is the name of the old man's country?
29. What is the name of the old man's trade?
30. What is the name of the old man's pet?
31. What is the name of the old man's"
150,151,"""With that the King whistled, and down came the poor goose, all as one as a hound, waddlin' up to the poor old cripple, her master, and as like him as two pays. The minute the saint set his eyes on the goose, 'I'll do the job for you,' says he, 'King O'Toole!'  ""'By Jaminee,' says King O'Toole, 'if you do, but I'll say you're the cleverest fellow in the seven parishes.'  ""'Oh, by dad,' says Saint Kavin, 'you must say more nor that--my horn's not so soft all out,' says he, 'as to repair your old goose for nothin'. What'll you gi' me if I do the job for you?--that's the chat,' says Saint Kavin.  ""'I'll give you whatever you ask,' says the King. 'isn't that fair?'  ""'Devil a fairer,' says the saint. 'That's the way to do business. Now,' says he, 'this is the bargain I'll make with you, King O'Toole: will you gi' me all the ground the goose flies over, the first offer, after I make her as good as new?'  ""'I will,' says the King.  ""'You won't go back o' your word?' says Saint Kavin.  ""'Honor bright!' says King O'Toole, holdin' out his fist.  ""'Honor bright,' says Saint Kavin back again, 'it's a bargain,' says he. 'Come here!' says he to the poor old goose--'come here, you unfortunate old cripple,' says he, 'and it's I that'll make you the sportin' bird.'",What happened after the king whistled?,"1. What is the name of the King?
2. What is the name of the crippled goose?
3. What is the name of the Saint?
4. What is the name of the King's kingdom?
5. What is the name of the old goose?
6. What is the name of the King's horse?
7. What is the name of the King's dog?
8. What is the name of the King's castle?
9. What is the name of the King's wife?
10. What is the name of the King's daughter?
11. What is the name of the King's son?
12. What is the name of the King's horse?
13. What is the name of the King's dog?
14. What is the name of the King's castle?
15. What is the name of the King's wife?
16. What is the name of the King's daughter?
17. What is the name of the King's son?
18. What is the name of the King's horse?
19. What is the name of the King's dog?
20. What is the name of the King's castle?
21. What is the name of the King's wife?
22. What is the name of the King's daughter?
23. What is the name of the King's son?
24. What is the name of the King's horse?
25. What is the name of the King's dog?
26. What is the name of the King's castle?
27. What is the name of the King's wife?
28. What is the name of the King's daughter?
29. What is the name of the King's son?
30. What is the name of the King's horse?
31. What is the name of the King's dog?
32. What is the name of the King's castle?
33. What is the name of the King's wife?
34. What is the name of the King's daughter?
35. What is the name of the King's son?
36"
